Rank,Country/Territory,Name,Date,Points Accumulated
3,CAN,Brian Yang,2022-01-18,"6,420"
3,MAS,Ng Tze Yong,2022-01-18,"6,420"
5,DEN,Kim Bruun,2022-01-18,"5,040"
5,IND,Prannoy H. S.,2022-01-18,"5,040"
5,IRL,Nhat Nguyen,2022-01-18,"5,040"
5,RUS,Sergey Sirant,2022-01-18,"5,040"
9,SWE,Felix Burestedt,2022-01-18,"3,600"
9,FIN,Kalle Koljonen,2022-01-18,"3,600"
9,FRA,Lucas Claerbout,2022-01-18,"3,600"
9,IND,Rahul Yadav Chittaboina,2022-01-18,"3,600"
9,IND,Sameer Verma,2022-01-18,"3,600"
9,MAS,Soong Joo Ven,2022-01-18,"3,600"
9,IND,Mithun Manjunath,2022-01-18,"3,600"
9,IND,Kidambi Srikanth,2022-01-18,"3,600"
17,IND,Priyanshu Rajawat,2022-01-18,"2,220"
17,EGY,Adham Hatem Elgamal,2022-01-18,"2,220"
17,IND,Kiran George,2022-01-18,"2,220"
17,CAN,Xiaodong Sheng,2022-01-18,"2,220"
17,ESP,Pablo Abian,2022-01-18,"2,220"
17,FRA,Arnaud Merkle,2022-01-18,"2,220"
17,IND,Siril Verma,2022-01-18,"2,220"
17,IND,Ajay Jayaram,2022-01-18,"2,220"
17,IND,Sourabh Verma,2022-01-18,"2,220"
17,IND,Kartikey Gulshan Kumar,2022-01-18,"2,220"
17,MAS,Cheam June Wei,2022-01-18,"2,220"
17,IND,Subhankar Dey,2022-01-18,"2,220"
17,IND,Chirag Sen,2022-01-18,"2,220"
17,INA,Tommy Sugiarto,2022-01-18,"2,220"
1,IND,Mithun Manjunath,2022-02-01,"11,530"
2,IRL,Nhat Nguyen,2022-02-01,"9,940"
3,IND,Priyanshu Rajawat,2022-02-01,"9,650"
4,FRA,Lucas Claerbout,2022-02-01,"9,550"
5,IND,Kiran George,2022-02-01,"9,390"
6,IND,Lakshya Sen,2022-02-01,"9,200"
7,IND,Prannoy H. S.,2022-02-01,"8,890"
7,RUS,Sergey Sirant,2022-02-01,"8,890"
9,MAS,Cheam June Wei,2022-02-01,"8,180"
10,FRA,Arnaud Merkle,2022-02-01,"8,170"
11,SGP,Loh Kean Yew,2022-02-01,"7,800"
12,IND,Chirag Sen,2022-02-01,"7,080"
13,IND,Subhankar Dey,2022-02-01,"6,920"
14,DEN,Kim Bruun,2022-02-01,"6,710"
15,IND,Kaushal Dharmamer,2022-02-01,"6,600"
16,CAN,Brian Yang,2022-02-01,"6,420"
16,MAS,Ng Tze Yong,2022-02-01,"6,420"
18,MAS,Soong Joo Ven,2022-02-01,"6,350"
19,IND,Kartikey Gulshan Kumar,2022-02-01,"6,260"
20,IND,Rahul Yadav Chittaboina,2022-02-01,"5,710"
21,IND,Ansal Yadav,2022-02-01,"5,520"
22,IND,Sameer Verma,2022-02-01,"5,270"
23,CAN,Xiaodong Sheng,2022-02-01,"4,400"
24,IND,Sourabh Verma,2022-02-01,"3,890"
24,IND,Siril Verma,2022-02-01,"3,890"
26,BEL,Julien Carraggi,2022-02-01,"3,850"
27,IND,Siddharth Pratap Singh,2022-02-01,"3,780"
28,FIN,Kalle Koljonen,2022-02-01,"3,600"
28,SWE,Felix Burestedt,2022-02-01,"3,600"
28,IND,Kidambi Srikanth,2022-02-01,"3,600"
31,IND,Abhyansh Singh,2022-02-01,"3,030"
31,IND,Tharun Mannepalli,2022-02-01,"3,030"
33,THA,Adulrach Namkul,2022-02-01,"2,750"
33,IND,Raghu Mariswamy,2022-02-01,"2,750"
33,AZE,Ade Resky Dwicahyo,2022-02-01,"2,750"
36,EGY,Adham Hatem Elgamal,2022-02-01,"2,220"
36,ESP,Pablo Abian,2022-02-01,"2,220"
36,INA,Tommy Sugiarto,2022-02-01,"2,220"
36,IND,Ajay Jayaram,2022-02-01,"2,220"
40,SRI,Buwaneka Goonethilleka,2022-02-01,"2,180"
40,IND,S.Sankar Muthusamy Subramanian,2022-02-01,"2,180"
42,IND,Abhishek Saini,2022-02-01,"2,110"
42,IND,Kiran Kumar Mekala,2022-02-01,"2,110"
42,IND,Sathish Kumar Karunakaran,2022-02-01,"2,110"
42,IND,Meiraba Luwang Maisnam,2022-02-01,"2,110"
46,IND,Alap Mishra,2022-02-01,"1,670"
46,UKR,Danylo Bosniuk,2022-02-01,"1,670"
46,SGP,Jia Heng Jason Teh,2022-02-01,"1,670"
49,IND,Ajay Satish Kumar Nair,2022-02-01,"1,290"
49,IND,Jagadeesh Kalaga,2022-02-01,"1,290"
49,IND,Rithvik Sanjeevi Satish Kumar,2022-02-01,"1,290"
49,IND,Eshwar Sukumar,2022-02-01,"1,290"
49,IND,Pranav Rao Gandham,2022-02-01,"1,290"
49,IND,Tukum Laa,2022-02-01,"1,290"
49,IND,Talar Laa,2022-02-01,"1,290"
49,IND,Shreyansh Jaiswal,2022-02-01,"1,290"
57,IND,Hemanth M.Gowda,2022-02-01,510
57,IND,Sai Vishnu Pullela,2022-02-01,510
57,IND,Saharsh Mohan,2022-02-01,510
57,IND,Siddhanth Gupta,2022-02-01,510
57,IND,Bhargav Somasundara,2022-02-01,510
57,IND,Astitva Kale,2022-02-01,510
57,ZAM,Kalombo Mulenga,2022-02-01,510
57,IND,Ravi Ravi,2022-02-01,510
57,IND,Varun Kapur,2022-02-01,510
57,IND,Shashwat Dalal,2022-02-01,510
57,ZAM,Chongo Ezra Mulenga,2022-02-01,510
57,IND,Dhruv Rawat,2022-02-01,510
57,IND,Vishal Vasudevan,2022-02-01,510
57,IND,Naren Shankar Iyer,2022-02-01,510
57,IND,Arunesh Hari,2022-02-01,510
57,IND,Harsheel Dani,2022-02-01,510
57,IND,Gurusaidutt R. M. V.,2022-02-01,510
74,IND,Sai Charan Koya,2022-02-01,100
74,IND,Nikhit Laxman,2022-02-01,100
74,IND,Vaibhav Jadhav,2022-02-01,100
74,IND,Dhruv Kumar,2022-02-01,100
1,IND,Lakshya Sen,2022-03-22,"25,350"
2,DEN,Viktor Axelsen,2022-03-22,"16,900"
3,IND,Prannoy H. S.,2022-03-22,"15,740"
4,CAN,Brian Yang,2022-03-22,"13,970"
5,MAS,Lee Zii Jia,2022-03-22,"13,300"
6,SGP,Loh Kean Yew,2022-03-22,"12,470"
7,IND,Kidambi Srikanth,2022-03-22,"12,250"
8,THA,Kunlavut Vitidsarn,2022-03-22,"11,800"
9,IRL,Nhat Nguyen,2022-03-22,"11,610"
10,IND,Mithun Manjunath,2022-03-22,"11,530"
11,IND,Priyanshu Rajawat,2022-03-22,"9,650"
12,FRA,Lucas Claerbout,2022-03-22,"9,550"
13,IND,Kiran George,2022-03-22,"9,390"
14,INA,Jonatan Christie,2022-03-22,"9,350"
14,INA,Anthony Sinisuka Ginting,2022-03-22,"9,350"
14,CHN,Lu Guang Zu,2022-03-22,"9,350"
17,RUS,Sergey Sirant,2022-03-22,"8,890"
18,IND,Subhankar Dey,2022-03-22,"8,590"
19,TPE,Chou Tien Chen,2022-03-22,"8,400"
20,IND,Sameer Verma,2022-03-22,"8,270"
21,JPN,Kento Momota,2022-03-22,"8,270"
22,MAS,Cheam June Wei,2022-03-22,"8,180"
23,FRA,Arnaud Merkle,2022-03-22,"8,170"
24,KOR,Heo Kwang Hee,2022-03-22,"7,550"
25,IND,Chirag Sen,2022-03-22,"7,080"
26,IND,Sourabh Verma,2022-03-22,"6,890"
27,JPN,Kenta Nishimoto,2022-03-22,"6,850"
27,CHN,Zhao Jun Peng,2022-03-22,"6,850"
29,DEN,Kim Bruun,2022-03-22,"6,710"
30,IND,Kaushal Dharmamer,2022-03-22,"6,600"
31,HKG,Ng Ka Long Angus,2022-03-22,"6,470"
31,NED,Mark Caljouw,2022-03-22,"6,470"
33,MAS,Ng Tze Yong,2022-03-22,"6,420"
34,MAS,Soong Joo Ven,2022-03-22,"6,350"
35,IND,Kartikey Gulshan Kumar,2022-03-22,"6,260"
36,HKG,Lee Cheuk Yiu,2022-03-22,"5,750"
36,FRA,Toma Junior Popov,2022-03-22,"5,750"
38,IND,Rahul Yadav Chittaboina,2022-03-22,"5,710"
39,IND,Ansal Yadav,2022-03-22,"5,520"
40,FIN,Kalle Koljonen,2022-03-22,"5,270"
41,MAS,Liew Daren,2022-03-22,"4,800"
41,DEN,Anders Antonsen,2022-03-22,"4,800"
43,THA,Kantaphon Wangcharoen,2022-03-22,"4,670"
43,FRA,Thomas Rouxel,2022-03-22,"4,670"
43,INA,Shesar Hiren Rhustavito,2022-03-22,"4,670"
43,FRA,Brice Leverdez,2022-03-22,"4,670"
43,IND,Parupalli Kashyap,2022-03-22,"4,670"
48,CAN,Xiaodong Sheng,2022-03-22,"4,400"
49,IND,Siril Verma,2022-03-22,"3,890"
49,ESP,Pablo Abian,2022-03-22,"3,890"
51,BEL,Julien Carraggi,2022-03-22,"3,850"
52,IND,Siddharth Pratap Singh,2022-03-22,"3,780"
53,SWE,Felix Burestedt,2022-03-22,"3,600"
54,IND,Abhyansh Singh,2022-03-22,"3,030"
54,IND,Tharun Mannepalli,2022-03-22,"3,030"
56,THA,Sitthikom Thammasin,2022-03-22,"3,000"
56,DEN,Hans-Kristian Solberg Vittinghus,2022-03-22,"3,000"
56,IND,Sai Praneeth B.,2022-03-22,"3,000"
59,THA,Adulrach Namkul,2022-03-22,"2,750"
59,FRA,Christo Popov,2022-03-22,"2,750"
59,IND,Raghu Mariswamy,2022-03-22,"2,750"
59,AZE,Ade Resky Dwicahyo,2022-03-22,"2,750"
63,INA,Tommy Sugiarto,2022-03-22,"2,220"
63,IND,Ajay Jayaram,2022-03-22,"2,220"
63,EGY,Adham Hatem Elgamal,2022-03-22,"2,220"
66,SRI,Buwaneka Goonethilleka,2022-03-22,"2,180"
66,IND,S.Sankar Muthusamy Subramanian,2022-03-22,"2,180"
68,IND,Abhishek Saini,2022-03-22,"2,110"
68,IND,Kiran Kumar Mekala,2022-03-22,"2,110"
68,IND,Sathish Kumar Karunakaran,2022-03-22,"2,110"
68,IND,Meiraba Luwang Maisnam,2022-03-22,"2,110"
72,ISR,Misha Zilberman,2022-03-22,"1,670"
72,GER,Max Weisskirchen,2022-03-22,"1,670"
72,CHN,Li Shi Feng,2022-03-22,"1,670"
72,IND,Alap Mishra,2022-03-22,"1,670"
72,UKR,Danylo Bosniuk,2022-03-22,"1,670"
72,SGP,Jia Heng Jason Teh,2022-03-22,"1,670"
78,IND,Shreyansh Jaiswal,2022-03-22,"1,290"
78,IND,Talar Laa,2022-03-22,"1,290"
78,IND,Tukum Laa,2022-03-22,"1,290"
78,IND,Ajay Satish Kumar Nair,2022-03-22,"1,290"
78,IND,Pranav Rao Gandham,2022-03-22,"1,290"
78,IND,Eshwar Sukumar,2022-03-22,"1,290"
78,IND,Rithvik Sanjeevi Satish Kumar,2022-03-22,"1,290"
78,IND,Jagadeesh Kalaga,2022-03-22,"1,290"
86,IND,Gurusaidutt R. M. V.,2022-03-22,510
86,IND,Hemanth M.Gowda,2022-03-22,510
86,IND,Harsheel Dani,2022-03-22,510
86,IND,Arunesh Hari,2022-03-22,510
86,IND,Naren Shankar Iyer,2022-03-22,510
86,IND,Vishal Vasudevan,2022-03-22,510
86,IND,Dhruv Rawat,2022-03-22,510
86,ZAM,Chongo Ezra Mulenga,2022-03-22,510
86,IND,Shashwat Dalal,2022-03-22,510
86,IND,Varun Kapur,2022-03-22,510
86,IND,Ravi Ravi,2022-03-22,510
86,ZAM,Kalombo Mulenga,2022-03-22,510
86,IND,Astitva Kale,2022-03-22,510
86,IND,Bhargav Somasundara,2022-03-22,510
86,IND,Siddhanth Gupta,2022-03-22,510
1,IND,Lakshya Sen,2022-03-29,"25,350"
2,IND,Prannoy H. S.,2022-03-29,"21,690"
3,DEN,Viktor Axelsen,2022-03-29,"19,650"
4,IND,Kidambi Srikanth,2022-03-29,"17,150"
5,INA,Jonatan Christie,2022-03-29,"16,350"
6,CAN,Brian Yang,2022-03-29,"15,640"
7,INA,Anthony Sinisuka Ginting,2022-03-29,"14,250"
8,MAS,Lee Zii Jia,2022-03-29,"13,300"
9,IRL,Nhat Nguyen,2022-03-29,"13,280"
10,SGP,Loh Kean Yew,2022-03-29,"12,470"
11,IND,Sameer Verma,2022-03-29,"12,120"
12,THA,Kunlavut Vitidsarn,2022-03-29,"11,800"
13,IND,Mithun Manjunath,2022-03-29,"11,530"
14,FRA,Lucas Claerbout,2022-03-29,"11,220"
15,FRA,Arnaud Merkle,2022-03-29,"10,920"
16,IND,Priyanshu Rajawat,2022-03-29,"9,650"
17,FRA,Toma Junior Popov,2022-03-29,"9,600"
18,IND,Kiran George,2022-03-29,"9,390"
19,CHN,Lu Guang Zu,2022-03-29,"9,350"
20,NED,Mark Caljouw,2022-03-29,"9,220"
21,MAS,Ng Tze Yong,2022-03-29,"9,170"
22,RUS,Sergey Sirant,2022-03-29,"8,890"
23,DEN,Anders Antonsen,2022-03-29,"8,650"
24,IND,Subhankar Dey,2022-03-29,"8,590"
25,IND,Parupalli Kashyap,2022-03-29,"8,520"
26,TPE,Chou Tien Chen,2022-03-29,"8,400"
27,JPN,Kento Momota,2022-03-29,"8,270"
28,MAS,Cheam June Wei,2022-03-29,"8,180"
29,FIN,Kalle Koljonen,2022-03-29,"8,020"
30,KOR,Heo Kwang Hee,2022-03-29,"7,550"
31,HKG,Lee Cheuk Yiu,2022-03-29,"7,420"
32,IND,Chirag Sen,2022-03-29,"7,080"
33,IND,Sourabh Verma,2022-03-29,"6,890"
34,JPN,Kenta Nishimoto,2022-03-29,"6,850"
34,CHN,Zhao Jun Peng,2022-03-29,"6,850"
36,DEN,Kim Bruun,2022-03-29,"6,710"
37,IND,Kaushal Dharmamer,2022-03-29,"6,600"
38,HKG,Ng Ka Long Angus,2022-03-29,"6,470"
39,MAS,Soong Joo Ven,2022-03-29,"6,350"
40,FRA,Thomas Rouxel,2022-03-29,"6,340"
40,INA,Shesar Hiren Rhustavito,2022-03-29,"6,340"
42,IND,Kartikey Gulshan Kumar,2022-03-29,"6,260"
43,THA,Sitthikom Thammasin,2022-03-29,"5,750"
44,IND,Rahul Yadav Chittaboina,2022-03-29,"5,710"
45,IND,Ansal Yadav,2022-03-29,"5,520"
46,FRA,Christo Popov,2022-03-29,"5,500"
46,AZE,Ade Resky Dwicahyo,2022-03-29,"5,500"
48,SWE,Felix Burestedt,2022-03-29,"5,270"
49,MAS,Liew Daren,2022-03-29,"4,800"
50,THA,Kantaphon Wangcharoen,2022-03-29,"4,670"
50,IND,Sai Praneeth B.,2022-03-29,"4,670"
50,FRA,Brice Leverdez,2022-03-29,"4,670"
53,CAN,Xiaodong Sheng,2022-03-29,"4,400"
54,IND,Siril Verma,2022-03-29,"3,890"
54,ESP,Pablo Abian,2022-03-29,"3,890"
56,BEL,Julien Carraggi,2022-03-29,"3,850"
57,IND,Siddharth Pratap Singh,2022-03-29,"3,780"
58,GER,Max Weisskirchen,2022-03-29,"3,340"
59,IND,Abhyansh Singh,2022-03-29,"3,030"
59,IND,Tharun Mannepalli,2022-03-29,"3,030"
61,DEN,Hans-Kristian Solberg Vittinghus,2022-03-29,"3,000"
62,THA,Adulrach Namkul,2022-03-29,"2,750"
62,IND,Raghu Mariswamy,2022-03-29,"2,750"
64,INA,Tommy Sugiarto,2022-03-29,"2,220"
64,IND,Ajay Jayaram,2022-03-29,"2,220"
64,EGY,Adham Hatem Elgamal,2022-03-29,"2,220"
67,SRI,Buwaneka Goonethilleka,2022-03-29,"2,180"
67,IND,S.Sankar Muthusamy Subramanian,2022-03-29,"2,180"
69,IND,Abhishek Saini,2022-03-29,"2,110"
69,IND,Kiran Kumar Mekala,2022-03-29,"2,110"
69,IND,Sathish Kumar Karunakaran,2022-03-29,"2,110"
69,IND,Meiraba Luwang Maisnam,2022-03-29,"2,110"
73,ISR,Misha Zilberman,2022-03-29,"1,670"
73,INA,Chico Aura Dwi Wardoyo,2022-03-29,"1,670"
73,JPN,Koki Watanabe,2022-03-29,"1,670"
73,DEN,Victor Svendsen,2022-03-29,"1,670"
73,CHN,Li Shi Feng,2022-03-29,"1,670"
73,ENG,Toby Penty,2022-03-29,"1,670"
73,GER,Fabian Roth,2022-03-29,"1,670"
73,IND,Alap Mishra,2022-03-29,"1,670"
73,DEN,Mads Christophersen,2022-03-29,"1,670"
73,FRA,Enogat Roy,2022-03-29,"1,670"
73,UKR,Danylo Bosniuk,2022-03-29,"1,670"
73,SGP,Jia Heng Jason Teh,2022-03-29,"1,670"
85,IND,Shreyansh Jaiswal,2022-03-29,"1,290"
85,IND,Talar Laa,2022-03-29,"1,290"
85,IND,Tukum Laa,2022-03-29,"1,290"
85,IND,Ajay Satish Kumar Nair,2022-03-29,"1,290"
85,IND,Pranav Rao Gandham,2022-03-29,"1,290"
85,IND,Eshwar Sukumar,2022-03-29,"1,290"
85,IND,Rithvik Sanjeevi Satish Kumar,2022-03-29,"1,290"
85,IND,Jagadeesh Kalaga,2022-03-29,"1,290"
93,FIN,Iikka Heino,2022-03-29,660
93,DEN,Ditlev Jaeger Holm,2022-03-29,660
95,IND,Gurusaidutt R. M. V.,2022-03-29,510
95,IND,Hemanth M.Gowda,2022-03-29,510
95,IND,Harsheel Dani,2022-03-29,510
95,IND,Arunesh Hari,2022-03-29,510
95,IND,Naren Shankar Iyer,2022-03-29,510
95,IND,Vishal Vasudevan,2022-03-29,510
1,DEN,Viktor Axelsen,2021-11-02,"31,860"
2,MAS,Lee Zii Jia,2021-11-02,"26,160"
3,FRA,Toma Junior Popov,2021-11-02,"22,830"
4,JPN,Kanta Tsuneyama,2021-11-02,"22,400"
5,IND,Lakshya Sen,2021-11-02,"19,120"
6,FRA,Thomas Rouxel,2021-11-02,"18,780"
7,THA,Kunlavut Vitidsarn,2021-11-02,"18,460"
8,IND,Kidambi Srikanth,2021-11-02,"18,390"
9,INA,Shesar Hiren Rhustavito,2021-11-02,"17,800"
10,IND,Sameer Verma,2021-11-02,"17,390"
11,JPN,Kento Momota,2021-11-02,"16,800"
12,TPE,Chou Tien Chen,2021-11-02,"15,950"
13,DEN,Anders Antonsen,2021-11-02,"15,860"
14,DEN,Rasmus Gemke,2021-11-02,"14,870"
15,HKG,Lee Cheuk Yiu,2021-11-02,"14,450"
16,NED,Mark Caljouw,2021-11-02,"14,320"
17,FRA,Brice Leverdez,2021-11-02,"13,350"
18,IND,Prannoy H. S.,2021-11-02,"12,640"
19,THA,Kantaphon Wangcharoen,2021-11-02,"12,510"
20,MAS,Liew Daren,2021-11-02,"12,130"
21,JPN,Kenta Nishimoto,2021-11-02,"12,050"
22,BRA,Ygor Coelho,2021-11-02,"11,690"
23,DEN,Hans-Kristian Solberg Vittinghus,2021-11-02,"11,650"
23,IND,Sai Praneeth B.,2021-11-02,"11,650"
25,INA,Jonatan Christie,2021-11-02,"11,400"
26,ISR,Misha Zilberman,2021-11-02,"11,180"
27,IND,Parupalli Kashyap,2021-11-02,"10,840"
28,KOR,Heo Kwang Hee,2021-11-02,"10,700"
29,IND,Sourabh Verma,2021-11-02,"10,070"
30,IRL,Nhat Nguyen,2021-11-02,"9,640"
31,HKG,Ng Ka Long Angus,2021-11-02,"9,120"
32,DEN,Mads Christophersen,2021-11-02,"8,530"
33,ESP,Pablo Abian,2021-11-02,"8,500"
34,CAN,Brian Yang,2021-11-02,"8,410"
35,INA,Tommy Sugiarto,2021-11-02,"8,400"
36,THA,Sitthikom Thammasin,2021-11-02,"8,270"
37,KOR,Lee Dong Keun,2021-11-02,"7,560"
38,TPE,Wang Tzu Wei,2021-11-02,"7,320"
38,SGP,Loh Kean Yew,2021-11-02,"7,320"
40,INA,Chico Aura Dwi Wardoyo,2021-11-02,"7,240"
41,DEN,Victor Svendsen,2021-11-02,"6,010"
42,MAS,Cheam June Wei,2021-11-02,"5,960"
43,NED,Joran Kweekel,2021-11-02,"5,780"
44,THA,Khosit Phetpradab,2021-11-02,"5,750"
45,IND,Ajay Jayaram,2021-11-02,"5,140"
46,CHN,Lu Guang Zu,2021-11-02,"4,800"
47,DEN,Ditlev Jaeger Holm,2021-11-02,"4,700"
48,SWE,Felix Burestedt,2021-11-02,"4,420"
49,DEN,Magnus Johannesen,2021-11-02,"4,040"
50,GER,Kai Schaefer,2021-11-02,"3,780"
50,CAN,Xiaodong Sheng,2021-11-02,"3,780"
50,FRA,Christo Popov,2021-11-02,"3,780"
53,FRA,Lucas Claerbout,2021-11-02,"3,260"
53,GER,Max Weisskirchen,2021-11-02,"3,260"
55,INA,Anthony Sinisuka Ginting,2021-11-02,"3,000"
55,JPN,Koki Watanabe,2021-11-02,"3,000"
55,ENG,Toby Penty,2021-11-02,"3,000"
58,MAS,Soong Joo Ven,2021-11-02,"2,960"
58,RUS,Sergey Sirant,2021-11-02,"2,960"
60,MAS,Ng Tze Yong,2021-11-02,"2,750"
61,CAN,B. R. Sankeerth,2021-11-02,"2,180"
61,ENG,Alex Lane,2021-11-02,"2,180"
61,ENG,Johnnie Torjussen,2021-11-02,"2,180"
64,IND,Chirag Sen,2021-11-02,"2,110"
64,IND,Kiran George,2021-11-02,"2,110"
64,DEN,Philip Illum Klindt,2021-11-02,"2,110"
67,MAS,Leong Jun Hao,2021-11-02,"1,670"
67,INA,Ihsan Maulana Mustofa,2021-11-02,"1,670"
67,CAN,Jason Anthony Ho-Shue,2021-11-02,"1,670"
67,ESP,Luís Enrique Peñalver,2021-11-02,"1,670"
67,MRI,Georges Julien Paul,2021-11-02,"1,670"
67,ESP,Alvaro Vazquez,2021-11-02,"1,670"
67,EST,Raul Must,2021-11-02,"1,670"
67,ESP,Alejandro Alcala,2021-11-02,"1,670"
67,BEL,Maxime Moreels,2021-11-02,"1,670"
67,DEN,Jeppe Bruun,2021-11-02,"1,670"
67,ESP,Carlos Piris,2021-11-02,"1,670"
78,IND,Mithun Manjunath,2021-11-02,"1,290"
78,NZL,Abhinav Manota,2021-11-02,"1,290"
78,FRA,Yanis Gaudin,2021-11-02,"1,290"
81,DEN,Kim Bruun,2021-11-02,510
81,IND,Subhankar Dey,2021-11-02,510
81,GER,Samuel Hsiao,2021-11-02,510
81,ITA,Fabio Caponio,2021-11-02,510
81,AUT,Luka Wraber,2021-11-02,510
81,IND,Alap Mishra,2021-11-02,510
81,SUI,Christian Kirchmayr,2021-11-02,510
81,AZE,Ade Resky Dwicahyo,2021-11-02,510
81,BEL,Julien Carraggi,2021-11-02,510
81,MEX,Lino Munoz,2021-11-02,510
81,IND,B.M.Rahul Bharadwaj,2021-11-02,510
81,FRA,Thomas Fourcade,2021-11-02,510
81,ENG,Harry Huang,2021-11-02,510
94,IND,Shreyansh Jaiswal,2021-11-02,240
94,DEN,Søren Toft,2021-11-02,240
94,DEN,David Kim,2021-11-02,240
94,ALG,Youcef Sabri Medel,2021-11-02,240
94,FRA,Grégoire Deschamp,2021-11-02,240
94,FRA,Enogat Roy,2021-11-02,240
94,DEN,Martin Bundgaard,2021-11-02,240
1,DEN,Viktor Axelsen,2021-03-23,"17,200"
2,MAS,Lee Zii Jia,2021-03-23,"16,900"
3,NED,Mark Caljouw,2021-03-23,"11,150"
4,THA,Kunlavut Vitidsarn,2021-03-23,"8,950"
5,IND,Sai Praneeth B.,2021-03-23,"8,650"
6,DEN,Anders Antonsen,2021-03-23,"8,400"
7,THA,Sitthikom Thammasin,2021-03-23,"8,270"
7,IND,Lakshya Sen,2021-03-23,"8,270"
9,IND,Kidambi Srikanth,2021-03-23,"7,900"
10,FRA,Thomas Rouxel,2021-03-23,"7,550"
10,DEN,Rasmus Gemke,2021-03-23,"7,550"
12,THA,Kantaphon Wangcharoen,2021-03-23,"6,850"
13,JPN,Kanta Tsuneyama,2021-03-23,"6,600"
13,JPN,Kento Momota,2021-03-23,"6,600"
15,IND,Sameer Verma,2021-03-23,"6,470"
15,IND,Prannoy H. S.,2021-03-23,"6,470"
15,IRL,Nhat Nguyen,2021-03-23,"6,470"
18,THA,Khosit Phetpradab,2021-03-23,"5,750"
18,ESP,Pablo Abian,2021-03-23,"5,750"
18,CAN,Brian Yang,2021-03-23,"5,750"
21,DEN,Hans-Kristian Solberg Vittinghus,2021-03-23,"4,800"
21,INA,Jonatan Christie,2021-03-23,"4,800"
23,MAS,Liew Daren,2021-03-23,"4,670"
23,ISR,Misha Zilberman,2021-03-23,"4,670"
23,BRA,Ygor Coelho,2021-03-23,"4,670"
23,IND,Parupalli Kashyap,2021-03-23,"4,670"
23,FRA,Toma Junior Popov,2021-03-23,"4,670"
28,INA,Shesar Hiren Rhustavito,2021-03-23,"3,850"
28,IND,Ajay Jayaram,2021-03-23,"3,850"
30,FRA,Brice Leverdez,2021-03-23,"3,000"
30,ENG,Toby Penty,2021-03-23,"3,000"
30,JPN,Koki Watanabe,2021-03-23,"3,000"
30,JPN,Kenta Nishimoto,2021-03-23,"3,000"
34,IND,Sourabh Verma,2021-03-23,"2,750"
34,DEN,Victor Svendsen,2021-03-23,"2,750"
36,CAN,Jason Anthony Ho-Shue,2021-03-23,"1,670"
36,MAS,Soong Joo Ven,2021-03-23,"1,670"
36,RUS,Sergey Sirant,2021-03-23,"1,670"
36,CAN,Xiaodong Sheng,2021-03-23,"1,670"
36,SWE,Felix Burestedt,2021-03-23,"1,670"
1,DEN,Viktor Axelsen,2021-10-26,"29,200"
2,MAS,Lee Zii Jia,2021-10-26,"23,500"
3,FRA,Toma Junior Popov,2021-10-26,"20,170"
4,JPN,Kento Momota,2021-10-26,"16,800"
5,THA,Kunlavut Vitidsarn,2021-10-26,"15,800"
6,IND,Kidambi Srikanth,2021-10-26,"15,730"
7,FRA,Thomas Rouxel,2021-10-26,"14,460"
8,DEN,Anders Antonsen,2021-10-26,"13,200"
9,IND,Sameer Verma,2021-10-26,"13,070"
9,IND,Lakshya Sen,2021-10-26,"13,070"
11,INA,Shesar Hiren Rhustavito,2021-10-26,"11,750"
12,NED,Mark Caljouw,2021-10-26,"11,660"
13,DEN,Hans-Kristian Solberg Vittinghus,2021-10-26,"11,650"
13,IND,Sai Praneeth B.,2021-10-26,"11,650"
15,INA,Jonatan Christie,2021-10-26,"11,400"
15,JPN,Kanta Tsuneyama,2021-10-26,"11,400"
17,DEN,Rasmus Gemke,2021-10-26,"10,550"
18,IND,Prannoy H. S.,2021-10-26,"9,980"
19,THA,Kantaphon Wangcharoen,2021-10-26,"9,850"
20,MAS,Liew Daren,2021-10-26,"9,470"
21,BRA,Ygor Coelho,2021-10-26,"9,030"
22,FRA,Brice Leverdez,2021-10-26,"9,030"
23,DEN,Mads Christophersen,2021-10-26,"8,530"
24,ISR,Misha Zilberman,2021-10-26,"8,520"
25,ESP,Pablo Abian,2021-10-26,"8,500"
26,INA,Tommy Sugiarto,2021-10-26,"8,400"
26,HKG,Lee Cheuk Yiu,2021-10-26,"8,400"
28,THA,Sitthikom Thammasin,2021-10-26,"8,270"
29,IND,Parupalli Kashyap,2021-10-26,"8,180"
30,INA,Chico Aura Dwi Wardoyo,2021-10-26,"7,240"
31,IRL,Nhat Nguyen,2021-10-26,"6,980"
32,TPE,Chou Tien Chen,2021-10-26,"6,600"
33,DEN,Victor Svendsen,2021-10-26,"6,010"
34,JPN,Kenta Nishimoto,2021-10-26,"6,000"
35,MAS,Cheam June Wei,2021-10-26,"5,960"
36,NED,Joran Kweekel,2021-10-26,"5,780"
37,THA,Khosit Phetpradab,2021-10-26,"5,750"
37,IND,Sourabh Verma,2021-10-26,"5,750"
37,CAN,Brian Yang,2021-10-26,"5,750"
40,IND,Ajay Jayaram,2021-10-26,"5,140"
41,KOR,Lee Dong Keun,2021-10-26,"4,900"
42,HKG,Ng Ka Long Angus,2021-10-26,"4,800"
42,CHN,Lu Guang Zu,2021-10-26,"4,800"
44,DEN,Ditlev Jaeger Holm,2021-10-26,"4,700"
